gacha_element_id,gacha_pattern,draw_time,language,campaign_image
393,10,0,ja,tit_10ren_fukubukuro.png
394,10,1,ja,tit_stepup188_01.png
394,10,2,ja,tit_stepup188_02.png
394,10,3,ja,tit_stepup352_03.png
394,10,4,ja,tit_stepup352_04.png
394,10,5,ja,tit_stepup352_05.png
394,10,6,ja,tit_stepup352_06.png
394,10,0,ja,tit_stepup352_00.png
395,1,0,ja,tips_10ren382_04.png
396,10,0,ja,tit_cm01.png
397,1,0,ja,null
397,10,1,ja,tit_10ren_25poly.png
397,10,0,ja,tit_10ren.png
398,1,1,ja,tit_single.png
398,1,0,ja,null
398,10,0,ja,tit_10ren.png
399,1,0,ja,null
399,10,0,ja,tit_10ren.png
400,10,1,ja,tit_stepup188_01.png
400,10,2,ja,tit_stepup188_02.png
400,10,3,ja,tit_stepup400_03.png
400,10,4,ja,tit_stepup400_04.png
400,10,5,ja,tit_stepup400_05.png
400,10,6,ja,tit_stepup400_06.png
400,10,0,ja,tit_stepup400_07.png
401,1,0,ja,tips_10ren382_04.png
402,1,0,ja,null
402,10,1,ja,tit_10ren_25poly.png
402,10,0,ja,tit_10ren.png
403,1,0,ja,null
403,10,1,ja,tit_10ren_25poly.png
403,10,0,ja,tit_10ren.png
404,1,0,ja,null
404,10,1,ja,tit_10ren_25poly.png
404,10,0,ja,tit_10ren.png
405,1,1,ja,tit_single.png
405,1,0,ja,null
405,10,0,ja,tit_10ren.png
406,1,0,ja,null
406,10,1,ja,tit_10ren_25poly.png
406,10,0,ja,tit_10ren.png
407,10,1,ja,160916_hampti_tips01.png
407,10,0,ja,160916_hampti_tips02.png
408,1,1,ja,tips_408_01.png
408,1,2,ja,tips_408_01.png
408,1,3,ja,tips_408_03.png
408,1,4,ja,tips_408_01.png
408,1,5,ja,tips_408_05.png
408,1,6,ja,tips_408_01.png
408,1,7,ja,tips_408_0709.png
408,1,8,ja,tips_408_01.png
408,1,9,ja,tips_408_0709.png
408,1,0,ja,tips_408_01.png
409,1,0,ja,null
409,10,1,ja,tips_409_01.png
409,10,2,ja,tips_409_02.png
409,10,3,ja,tips_409_03.png
409,10,4,ja,tips_409_04.png
409,10,5,ja,tips_409_05.png
409,10,6,ja,tips_409_01.png
409,10,7,ja,tips_409_02.png
409,10,8,ja,tips_409_03.png
409,10,9,ja,tips_409_04.png
409,10,10,ja,tips_409_05.png
409,10,11,ja,tips_409_01.png
409,10,12,ja,tips_409_02.png
409,10,13,ja,tips_409_03.png
409,10,14,ja,tips_409_04.png
409,10,15,ja,tips_409_05.png
409,10,16,ja,tips_409_01.png
409,10,17,ja,tips_409_02.png
409,10,18,ja,tips_409_03.png
409,10,19,ja,tips_409_04.png
409,10,20,ja,tips_409_05.png
409,10,21,ja,tips_409_01.png
409,10,22,ja,tips_409_02.png
409,10,23,ja,tips_409_03.png
409,10,24,ja,tips_409_04.png
409,10,25,ja,tips_409_05.png
409,10,26,ja,tips_409_01.png
409,10,27,ja,tips_409_02.png
409,10,28,ja,tips_409_03.png
409,10,29,ja,tips_409_04.png
409,10,30,ja,tips_409_05.png
409,10,31,ja,tips_409_01.png
409,10,32,ja,tips_409_02.png
409,10,33,ja,tips_409_03.png
409,10,34,ja,tips_409_04.png
409,10,35,ja,tips_409_05.png
409,10,36,ja,tips_409_01.png
409,10,37,ja,tips_409_02.png
409,10,38,ja,tips_409_03.png
409,10,39,ja,tips_409_04.png
409,10,40,ja,tips_409_05.png
409,10,41,ja,tips_409_01.png
409,10,42,ja,tips_409_02.png
409,10,43,ja,tips_409_03.png
409,10,44,ja,tips_409_04.png
409,10,45,ja,tips_409_05.png
409,10,46,ja,tips_409_01.png
409,10,47,ja,tips_409_02.png
409,10,48,ja,tips_409_03.png
409,10,49,ja,tips_409_04.png
409,10,50,ja,tips_409_05.png
409,10,0,ja,tit_10ren.png
410,10,1,ja,tit_stepup188_01.png
410,10,2,ja,tit_stepup188_02.png
410,10,3,ja,tips_410_03.png
410,10,4,ja,tips_410_04.png
410,10,5,ja,tips_410_05.png
410,10,0,ja,tips_410_07.png
411,1,0,ja,tips_408_01.png
412,1,0,ja,tips_408_01.png
413,1,0,ja,tips_408_03.png
414,1,0,ja,tips_408_01.png
415,1,0,ja,tips_408_05.png
416,1,0,ja,tips_408_01.png
417,1,0,ja,tips_408_0709.png
418,1,0,ja,tips_408_01.png
419,1,0,ja,tips_408_0709.png
420,1,0,ja,tips_408_01.png
421,1,0,ja,r4_tips.png
421,10,0,ja,tit_10ren_fukubukuro.png
422,1,1,ja,tit_single.png
422,1,0,ja,null
422,10,0,ja,tit_10ren.png
423,10,1,ja,161003_newface_tips01.png
423,10,2,ja,161003_newface_tips02.png
423,10,3,ja,161003_newface_tips03.png
423,10,4,ja,161003_newface_tips04.png
423,10,5,ja,161003_newface_tips05.png
423,10,6,ja,161003_newface_tips01.png
423,10,7,ja,161003_newface_tips02.png
423,10,8,ja,161003_newface_tips03.png
423,10,9,ja,161003_newface_tips04.png
423,10,10,ja,161003_newface_tips05.png
423,10,11,ja,161003_newface_tips01.png
423,10,12,ja,161003_newface_tips02.png
423,10,13,ja,161003_newface_tips03.png
423,10,14,ja,161003_newface_tips04.png
423,10,15,ja,161003_newface_tips05.png
423,10,16,ja,161003_newface_tips01.png
423,10,17,ja,161003_newface_tips02.png
423,10,18,ja,161003_newface_tips03.png
423,10,19,ja,161003_newface_tips04.png
423,10,20,ja,161003_newface_tips05.png
423,10,21,ja,161003_newface_tips01.png
423,10,22,ja,161003_newface_tips02.png
423,10,23,ja,161003_newface_tips03.png
423,10,24,ja,161003_newface_tips04.png
423,10,25,ja,161003_newface_tips05.png
423,10,26,ja,161003_newface_tips01.png
423,10,27,ja,161003_newface_tips02.png
423,10,28,ja,161003_newface_tips03.png
423,10,29,ja,161003_newface_tips04.png
423,10,30,ja,161003_newface_tips05.png
423,10,31,ja,161003_newface_tips01.png
423,10,32,ja,161003_newface_tips02.png
423,10,33,ja,161003_newface_tips03.png
423,10,34,ja,161003_newface_tips04.png
423,10,35,ja,161003_newface_tips05.png
423,10,36,ja,161003_newface_tips01.png
423,10,37,ja,161003_newface_tips02.png
423,10,38,ja,161003_newface_tips03.png
423,10,39,ja,161003_newface_tips04.png
423,10,40,ja,161003_newface_tips05.png
423,10,41,ja,161003_newface_tips01.png
423,10,42,ja,161003_newface_tips02.png
423,10,43,ja,161003_newface_tips03.png
423,10,44,ja,161003_newface_tips04.png
423,10,45,ja,161003_newface_tips05.png
423,10,46,ja,161003_newface_tips01.png
423,10,47,ja,161003_newface_tips02.png
423,10,48,ja,161003_newface_tips03.png
423,10,49,ja,161003_newface_tips04.png
423,10,50,ja,161003_newface_tips05.png
423,10,0,ja,161003_newface_tips06.png
424,10,0,ja,161005_pick_tips01.png
425,10,1,ja,tit_stepup188_01.png
425,10,2,ja,tit_stepup188_02.png
425,10,3,ja,tips_stepup367_03.png
425,10,4,ja,tips_stepup367_04.png
425,10,5,ja,tips_stepup367_05.png
425,10,6,ja,tips_stepup367_06.png
425,10,0,ja,tips_stepup367_00.png
426,10,1,ja,161009_kstepup_tips01.png
426,10,2,ja,161009_kstepup_tips02.png
426,10,3,ja,161009_kstepup_tips03.png
426,10,4,ja,161009_kstepup_tips04.png
426,10,5,ja,161009_kstepup_tips05.png
426,10,6,ja,161009_kstepup_tips01.png
426,10,7,ja,161009_kstepup_tips02.png
426,10,8,ja,161009_kstepup_tips03.png
426,10,9,ja,161009_kstepup_tips04.png
426,10,10,ja,161009_kstepup_tips05.png
426,10,11,ja,161009_kstepup_tips01.png
426,10,12,ja,161009_kstepup_tips02.png
426,10,13,ja,161009_kstepup_tips03.png
426,10,14,ja,161009_kstepup_tips04.png
426,10,15,ja,161009_kstepup_tips05.png
426,10,16,ja,161009_kstepup_tips01.png
426,10,17,ja,161009_kstepup_tips02.png
426,10,18,ja,161009_kstepup_tips03.png
426,10,19,ja,161009_kstepup_tips04.png
426,10,20,ja,161009_kstepup_tips05.png
426,10,21,ja,161009_kstepup_tips01.png
426,10,22,ja,161009_kstepup_tips02.png
426,10,23,ja,161009_kstepup_tips03.png
426,10,24,ja,161009_kstepup_tips04.png
426,10,25,ja,161009_kstepup_tips05.png
426,10,0,ja,161009_kstepup_tips06.png
427,1,0,ja,null
427,10,0,ja,tit_10ren.png
428,1,0,ja,r4_tips.png
428,10,1,ja,tit_10ren_fukubukuro.png
428,10,2,ja,tit_10ren_fukubukuro.png
428,10,3,ja,tit_10ren_fukubukuro.png
428,10,4,ja,tit_10ren_fukubukuro.png
428,10,5,ja,161013_fefes_tips05.png
428,10,6,ja,tit_10ren_fukubukuro.png
428,10,7,ja,tit_10ren_fukubukuro.png
428,10,8,ja,tit_10ren_fukubukuro.png
428,10,9,ja,tit_10ren_fukubukuro.png
428,10,10,ja,161013_fefes_tips05.png
428,10,11,ja,tit_10ren_fukubukuro.png
428,10,12,ja,tit_10ren_fukubukuro.png
428,10,13,ja,tit_10ren_fukubukuro.png
428,10,14,ja,tit_10ren_fukubukuro.png
428,10,15,ja,161013_fefes_tips05.png
428,10,16,ja,tit_10ren_fukubukuro.png
428,10,17,ja,tit_10ren_fukubukuro.png
428,10,18,ja,tit_10ren_fukubukuro.png
428,10,19,ja,tit_10ren_fukubukuro.png
428,10,20,ja,161013_fefes_tips05.png
428,10,21,ja,tit_10ren_fukubukuro.png
428,10,22,ja,tit_10ren_fukubukuro.png
428,10,23,ja,tit_10ren_fukubukuro.png
428,10,24,ja,tit_10ren_fukubukuro.png
428,10,25,ja,161013_fefes_tips05.png
428,10,26,ja,tit_10ren_fukubukuro.png
428,10,27,ja,tit_10ren_fukubukuro.png
428,10,28,ja,tit_10ren_fukubukuro.png
428,10,29,ja,tit_10ren_fukubukuro.png
428,10,30,ja,161013_fefes_tips05.png
428,10,31,ja,tit_10ren_fukubukuro.png
428,10,32,ja,tit_10ren_fukubukuro.png
428,10,33,ja,tit_10ren_fukubukuro.png
428,10,34,ja,tit_10ren_fukubukuro.png
428,10,35,ja,161013_fefes_tips05.png
428,10,36,ja,tit_10ren_fukubukuro.png
428,10,37,ja,tit_10ren_fukubukuro.png
428,10,38,ja,tit_10ren_fukubukuro.png
428,10,39,ja,tit_10ren_fukubukuro.png
428,10,40,ja,161013_fefes_tips05.png
428,10,41,ja,tit_10ren_fukubukuro.png
428,10,42,ja,tit_10ren_fukubukuro.png
428,10,43,ja,tit_10ren_fukubukuro.png
428,10,44,ja,tit_10ren_fukubukuro.png
428,10,45,ja,161013_fefes_tips05.png
428,10,46,ja,tit_10ren_fukubukuro.png
428,10,47,ja,tit_10ren_fukubukuro.png
428,10,48,ja,tit_10ren_fukubukuro.png
428,10,49,ja,tit_10ren_fukubukuro.png
428,10,50,ja,161013_fefes_tips05.png
428,10,0,ja,tit_10ren.png
429,1,1,ja,tit_single.png
429,1,0,ja,null
429,10,0,ja,tit_10ren.png
430,1,0,ja,null
430,10,0,ja,tit_10ren.png
430,10,1,ja,161015_avi_pick_tips01.png
430,10,2,ja,tit_10ren.png
430,10,3,ja,tit_10ren.png
430,10,4,ja,tit_10ren.png
430,10,5,ja,161015_avi_pick_tips05.png
430,10,6,ja,161015_avi_pick_tips01.png
430,10,7,ja,tit_10ren.png
430,10,8,ja,tit_10ren.png
430,10,9,ja,tit_10ren.png
430,10,10,ja,161015_avi_pick_tips05.png
430,10,11,ja,161015_avi_pick_tips01.png
430,10,12,ja,tit_10ren.png
430,10,13,ja,tit_10ren.png
430,10,14,ja,tit_10ren.png
430,10,15,ja,161015_avi_pick_tips05.png
430,10,16,ja,161015_avi_pick_tips01.png
430,10,17,ja,tit_10ren.png
430,10,18,ja,tit_10ren.png
430,10,19,ja,tit_10ren.png
430,10,20,ja,161015_avi_pick_tips05.png
430,10,21,ja,161015_avi_pick_tips01.png
430,10,22,ja,tit_10ren.png
430,10,23,ja,tit_10ren.png
430,10,24,ja,tit_10ren.png
430,10,25,ja,161015_avi_pick_tips05.png
430,10,26,ja,161015_avi_pick_tips01.png
430,10,27,ja,tit_10ren.png
430,10,28,ja,tit_10ren.png
430,10,29,ja,tit_10ren.png
430,10,30,ja,161015_avi_pick_tips05.png
430,10,31,ja,161015_avi_pick_tips01.png
430,10,32,ja,tit_10ren.png
430,10,33,ja,tit_10ren.png
430,10,34,ja,tit_10ren.png
430,10,35,ja,161015_avi_pick_tips05.png
430,10,36,ja,161015_avi_pick_tips01.png
430,10,37,ja,tit_10ren.png
430,10,38,ja,tit_10ren.png
430,10,39,ja,tit_10ren.png
430,10,40,ja,161015_avi_pick_tips05.png
430,10,41,ja,161015_avi_pick_tips01.png
430,10,42,ja,tit_10ren.png
430,10,43,ja,tit_10ren.png
430,10,44,ja,tit_10ren.png
430,10,45,ja,161015_avi_pick_tips05.png
430,10,46,ja,161015_avi_pick_tips01.png
430,10,47,ja,tit_10ren.png
430,10,48,ja,tit_10ren.png
430,10,49,ja,tit_10ren.png
430,10,50,ja,161015_avi_pick_tips05.png
431,10,1,ja,161003_newface_tips01.png
431,10,2,ja,161003_newface_tips02.png
431,10,3,ja,161003_newface_tips03.png
431,10,4,ja,161003_newface_tips04.png
431,10,5,ja,161003_newface_tips05.png
431,10,6,ja,161003_newface_tips01.png
431,10,7,ja,161003_newface_tips02.png
431,10,8,ja,161003_newface_tips03.png
431,10,9,ja,161003_newface_tips04.png
431,10,10,ja,161003_newface_tips05.png
431,10,11,ja,161003_newface_tips01.png
431,10,12,ja,161003_newface_tips02.png
431,10,13,ja,161003_newface_tips03.png
431,10,14,ja,161003_newface_tips04.png
431,10,15,ja,161003_newface_tips05.png
431,10,16,ja,161003_newface_tips01.png
431,10,17,ja,161003_newface_tips02.png
431,10,18,ja,161003_newface_tips03.png
431,10,19,ja,161003_newface_tips04.png
431,10,20,ja,161003_newface_tips05.png
431,10,21,ja,161003_newface_tips01.png
431,10,22,ja,161003_newface_tips02.png
431,10,23,ja,161003_newface_tips03.png
431,10,24,ja,161003_newface_tips04.png
431,10,25,ja,161003_newface_tips05.png
431,10,26,ja,161003_newface_tips01.png
431,10,27,ja,161003_newface_tips02.png
431,10,28,ja,161003_newface_tips03.png
431,10,29,ja,161003_newface_tips04.png
431,10,30,ja,161003_newface_tips05.png
431,10,31,ja,161003_newface_tips01.png
431,10,32,ja,161003_newface_tips02.png
431,10,33,ja,161003_newface_tips03.png
431,10,34,ja,161003_newface_tips04.png
431,10,35,ja,161003_newface_tips05.png
431,10,36,ja,161003_newface_tips01.png
431,10,37,ja,161003_newface_tips02.png
431,10,38,ja,161003_newface_tips03.png
431,10,39,ja,161003_newface_tips04.png
431,10,40,ja,161003_newface_tips05.png
431,10,41,ja,161003_newface_tips01.png
431,10,42,ja,161003_newface_tips02.png
431,10,43,ja,161003_newface_tips03.png
431,10,44,ja,161003_newface_tips04.png
431,10,45,ja,161003_newface_tips05.png
431,10,46,ja,161003_newface_tips01.png
431,10,47,ja,161003_newface_tips02.png
431,10,48,ja,161003_newface_tips03.png
431,10,49,ja,161003_newface_tips04.png
431,10,50,ja,161003_newface_tips05.png
431,10,0,ja,161003_newface_tips06.png
432,1,0,ja,null
432,10,0,ja,tit_10ren.png
432,10,1,ja,161015_avi_pick_tips01.png
432,10,2,ja,tit_10ren.png
432,10,3,ja,tit_10ren.png
432,10,4,ja,tit_10ren.png
432,10,5,ja,161015_avi_pick_tips05.png
432,10,6,ja,161015_avi_pick_tips01.png
432,10,7,ja,tit_10ren.png
432,10,8,ja,tit_10ren.png
432,10,9,ja,tit_10ren.png
432,10,10,ja,161015_avi_pick_tips05.png
432,10,11,ja,161015_avi_pick_tips01.png
432,10,12,ja,tit_10ren.png
432,10,13,ja,tit_10ren.png
432,10,14,ja,tit_10ren.png
432,10,15,ja,161015_avi_pick_tips05.png
432,10,16,ja,161015_avi_pick_tips01.png
432,10,17,ja,tit_10ren.png
432,10,18,ja,tit_10ren.png
432,10,19,ja,tit_10ren.png
432,10,20,ja,161015_avi_pick_tips05.png
432,10,21,ja,161015_avi_pick_tips01.png
432,10,22,ja,tit_10ren.png
432,10,23,ja,tit_10ren.png
432,10,24,ja,tit_10ren.png
432,10,25,ja,161015_avi_pick_tips05.png
432,10,26,ja,161015_avi_pick_tips01.png
432,10,27,ja,tit_10ren.png
432,10,28,ja,tit_10ren.png
432,10,29,ja,tit_10ren.png
432,10,30,ja,161015_avi_pick_tips05.png
432,10,31,ja,161015_avi_pick_tips01.png
432,10,32,ja,tit_10ren.png
432,10,33,ja,tit_10ren.png
432,10,34,ja,tit_10ren.png
432,10,35,ja,161015_avi_pick_tips05.png
432,10,36,ja,161015_avi_pick_tips01.png
432,10,37,ja,tit_10ren.png
432,10,38,ja,tit_10ren.png
432,10,39,ja,tit_10ren.png
432,10,40,ja,161015_avi_pick_tips05.png
432,10,41,ja,161015_avi_pick_tips01.png
432,10,42,ja,tit_10ren.png
432,10,43,ja,tit_10ren.png
432,10,44,ja,tit_10ren.png
432,10,45,ja,161015_avi_pick_tips05.png
432,10,46,ja,161015_avi_pick_tips01.png
432,10,47,ja,tit_10ren.png
432,10,48,ja,tit_10ren.png
432,10,49,ja,tit_10ren.png
432,10,50,ja,161015_avi_pick_tips05.png
433,10,1,ja,tit_stepup188_01.png
433,10,2,ja,tit_stepup188_02.png
433,10,3,ja,161021_ranking_stepup_tips03.png
433,10,4,ja,161021_ranking_stepup_tips04.png
433,10,5,ja,161021_ranking_stepup_tips05.png
433,10,6,ja,161021_ranking_stepup_tips06.png
433,10,0,ja,161021_ranking_stepup_tips07.png
434,10,0,ja,161024_kstepup_tips06.png
434,10,1,ja,161024_kstepup_tips01.png
434,10,2,ja,161024_kstepup_tips02.png
434,10,3,ja,161024_kstepup_tips03.png
434,10,4,ja,161024_kstepup_tips04.png
434,10,5,ja,161024_kstepup_tips05.png
434,10,6,ja,161024_kstepup_tips01.png
434,10,7,ja,161024_kstepup_tips02.png
434,10,8,ja,161024_kstepup_tips03.png
434,10,9,ja,161024_kstepup_tips04.png
434,10,10,ja,161024_kstepup_tips05.png
434,10,11,ja,161024_kstepup_tips01.png
434,10,12,ja,161024_kstepup_tips02.png
434,10,13,ja,161024_kstepup_tips03.png
434,10,14,ja,161024_kstepup_tips04.png
434,10,15,ja,161024_kstepup_tips05.png
434,10,16,ja,161024_kstepup_tips01.png
434,10,17,ja,161024_kstepup_tips02.png
434,10,18,ja,161024_kstepup_tips03.png
434,10,19,ja,161024_kstepup_tips04.png
434,10,20,ja,161024_kstepup_tips05.png
434,10,21,ja,161024_kstepup_tips01.png
434,10,22,ja,161024_kstepup_tips02.png
434,10,23,ja,161024_kstepup_tips03.png
434,10,24,ja,161024_kstepup_tips04.png
434,10,25,ja,161024_kstepup_tips05.png
434,10,26,ja,161024_kstepup_tips01.png
434,10,27,ja,161024_kstepup_tips02.png
434,10,28,ja,161024_kstepup_tips03.png
434,10,29,ja,161024_kstepup_tips04.png
434,10,30,ja,161024_kstepup_tips05.png
434,10,31,ja,161024_kstepup_tips01.png
434,10,32,ja,161024_kstepup_tips02.png
434,10,33,ja,161024_kstepup_tips03.png
434,10,34,ja,161024_kstepup_tips04.png
434,10,35,ja,161024_kstepup_tips05.png
434,10,36,ja,161024_kstepup_tips01.png
434,10,37,ja,161024_kstepup_tips02.png
434,10,38,ja,161024_kstepup_tips03.png
434,10,39,ja,161024_kstepup_tips04.png
434,10,40,ja,161024_kstepup_tips05.png
434,10,41,ja,161024_kstepup_tips01.png
434,10,42,ja,161024_kstepup_tips02.png
434,10,43,ja,161024_kstepup_tips03.png
434,10,44,ja,161024_kstepup_tips04.png
434,10,45,ja,161024_kstepup_tips05.png
434,10,46,ja,161024_kstepup_tips01.png
434,10,47,ja,161024_kstepup_tips02.png
434,10,48,ja,161024_kstepup_tips03.png
434,10,49,ja,161024_kstepup_tips04.png
434,10,50,ja,161024_kstepup_tips05.png
435,1,0,ja,null
435,10,0,ja,161026_hw_gacha_tips01.png
435,10,1,ja,161026_hw_gacha_tips01.png
435,10,2,ja,161026_hw_gacha_tips01.png
435,10,3,ja,161026_hw_gacha_tips01.png
435,10,4,ja,161026_hw_gacha_tips01.png
435,10,5,ja,161026_hw_gacha_tips02.png
435,10,6,ja,161026_hw_gacha_tips01.png
435,10,7,ja,161026_hw_gacha_tips01.png
435,10,8,ja,161026_hw_gacha_tips01.png
435,10,9,ja,161026_hw_gacha_tips01.png
435,10,10,ja,161026_hw_gacha_tips02.png
435,10,11,ja,161026_hw_gacha_tips01.png
435,10,12,ja,161026_hw_gacha_tips01.png
435,10,13,ja,161026_hw_gacha_tips01.png
435,10,14,ja,161026_hw_gacha_tips01.png
435,10,15,ja,161026_hw_gacha_tips02.png
435,10,16,ja,161026_hw_gacha_tips01.png
435,10,17,ja,161026_hw_gacha_tips01.png
435,10,18,ja,161026_hw_gacha_tips01.png
435,10,19,ja,161026_hw_gacha_tips01.png
435,10,20,ja,161026_hw_gacha_tips02.png
435,10,21,ja,161026_hw_gacha_tips01.png
435,10,22,ja,161026_hw_gacha_tips01.png
435,10,23,ja,161026_hw_gacha_tips01.png
435,10,24,ja,161026_hw_gacha_tips01.png
435,10,25,ja,161026_hw_gacha_tips02.png
435,10,26,ja,161026_hw_gacha_tips01.png
435,10,27,ja,161026_hw_gacha_tips01.png
435,10,28,ja,161026_hw_gacha_tips01.png
435,10,29,ja,161026_hw_gacha_tips01.png
435,10,30,ja,161026_hw_gacha_tips02.png
435,10,31,ja,161026_hw_gacha_tips01.png
435,10,32,ja,161026_hw_gacha_tips01.png
435,10,33,ja,161026_hw_gacha_tips01.png
435,10,34,ja,161026_hw_gacha_tips01.png
435,10,35,ja,161026_hw_gacha_tips02.png
435,10,36,ja,161026_hw_gacha_tips01.png
435,10,37,ja,161026_hw_gacha_tips01.png
435,10,38,ja,161026_hw_gacha_tips01.png
435,10,39,ja,161026_hw_gacha_tips01.png
435,10,40,ja,161026_hw_gacha_tips02.png
435,10,41,ja,161026_hw_gacha_tips01.png
435,10,42,ja,161026_hw_gacha_tips01.png
435,10,43,ja,161026_hw_gacha_tips01.png
435,10,44,ja,161026_hw_gacha_tips01.png
435,10,45,ja,161026_hw_gacha_tips02.png
435,10,46,ja,161026_hw_gacha_tips01.png
435,10,47,ja,161026_hw_gacha_tips01.png
435,10,48,ja,161026_hw_gacha_tips01.png
435,10,49,ja,161026_hw_gacha_tips01.png
435,10,50,ja,161026_hw_gacha_tips02.png
436,1,0,ja,161026_hw_free_gacha_tips01.png
437,1,0,ja,null
437,10,1,ja,tit_10ren_25poly.png
437,10,0,ja,tit_10ren_fukubukuro.png
438,1,0,ja,r4_tips.png
438,10,0,ja,tit_10ren_fukubukuro.png
439,1,0,ja,r4_tips.png
439,10,0,ja,tit_10ren_fukubukuro.png
440,1,0,ja,r4_tips.png
440,10,0,ja,tit_10ren_fukubukuro.png
441,1,0,ja,null
441,10,0,ja,tit_10ren.png
441,10,1,ja,161015_avi_pick_tips01.png
441,10,2,ja,tit_10ren.png
441,10,3,ja,tit_10ren.png
441,10,4,ja,tit_10ren.png
441,10,5,ja,161015_avi_pick_tips05.png
441,10,6,ja,161015_avi_pick_tips01.png
441,10,7,ja,tit_10ren.png
441,10,8,ja,tit_10ren.png
441,10,9,ja,tit_10ren.png
441,10,10,ja,161015_avi_pick_tips05.png
441,10,11,ja,161015_avi_pick_tips01.png
441,10,12,ja,tit_10ren.png
441,10,13,ja,tit_10ren.png
441,10,14,ja,tit_10ren.png
441,10,15,ja,161015_avi_pick_tips05.png
441,10,16,ja,161015_avi_pick_tips01.png
441,10,17,ja,tit_10ren.png
441,10,18,ja,tit_10ren.png
441,10,19,ja,tit_10ren.png
441,10,20,ja,161015_avi_pick_tips05.png
441,10,21,ja,161015_avi_pick_tips01.png
441,10,22,ja,tit_10ren.png
441,10,23,ja,tit_10ren.png
441,10,24,ja,tit_10ren.png
441,10,25,ja,161015_avi_pick_tips05.png
441,10,26,ja,161015_avi_pick_tips01.png
441,10,27,ja,tit_10ren.png
441,10,28,ja,tit_10ren.png
441,10,29,ja,tit_10ren.png
441,10,30,ja,161015_avi_pick_tips05.png
441,10,31,ja,161015_avi_pick_tips01.png
441,10,32,ja,tit_10ren.png
441,10,33,ja,tit_10ren.png
441,10,34,ja,tit_10ren.png
441,10,35,ja,161015_avi_pick_tips05.png
441,10,36,ja,161015_avi_pick_tips01.png
441,10,37,ja,tit_10ren.png
441,10,38,ja,tit_10ren.png
441,10,39,ja,tit_10ren.png
441,10,40,ja,161015_avi_pick_tips05.png
441,10,41,ja,161015_avi_pick_tips01.png
441,10,42,ja,tit_10ren.png
441,10,43,ja,tit_10ren.png
441,10,44,ja,tit_10ren.png
441,10,45,ja,161015_avi_pick_tips05.png
441,10,46,ja,161015_avi_pick_tips01.png
441,10,47,ja,tit_10ren.png
441,10,48,ja,tit_10ren.png
441,10,49,ja,tit_10ren.png
441,10,50,ja,161015_avi_pick_tips05.png
442,10,1,ja,tit_stepup188_01.png
442,10,2,ja,tit_stepup188_02.png
442,10,3,ja,tit_stepup400_03.png
442,10,4,ja,tit_stepup400_04.png
442,10,5,ja,tit_stepup400_05.png
442,10,6,ja,tit_stepup400_06.png
442,10,0,ja,tit_stepup400_07.png
443,1,0,ja,null
443,10,0,ja,161108_newface_tips01.png
444,10,1,ja,161106_kstepup_tips01.png
444,10,2,ja,161106_kstepup_tips02.png
444,10,3,ja,161106_kstepup_tips03.png
444,10,4,ja,161106_kstepup_tips04.png
444,10,5,ja,161106_kstepup_tips05.png
444,10,6,ja,161106_kstepup_tips01.png
444,10,7,ja,161106_kstepup_tips02.png
444,10,8,ja,161106_kstepup_tips03.png
444,10,9,ja,161106_kstepup_tips04.png
444,10,10,ja,161106_kstepup_tips05.png
444,10,11,ja,161106_kstepup_tips01.png
444,10,12,ja,161106_kstepup_tips02.png
444,10,13,ja,161106_kstepup_tips03.png
444,10,14,ja,161106_kstepup_tips04.png
444,10,15,ja,161106_kstepup_tips05.png
444,10,16,ja,161106_kstepup_tips01.png
444,10,17,ja,161106_kstepup_tips02.png
444,10,18,ja,161106_kstepup_tips03.png
444,10,19,ja,161106_kstepup_tips04.png
444,10,20,ja,161106_kstepup_tips05.png
444,10,21,ja,161106_kstepup_tips01.png
444,10,22,ja,161106_kstepup_tips02.png
444,10,23,ja,161106_kstepup_tips03.png
444,10,24,ja,161106_kstepup_tips04.png
444,10,25,ja,161106_kstepup_tips05.png
444,10,26,ja,161106_kstepup_tips01.png
444,10,27,ja,161106_kstepup_tips02.png
444,10,28,ja,161106_kstepup_tips03.png
444,10,29,ja,161106_kstepup_tips04.png
444,10,30,ja,161106_kstepup_tips05.png
444,10,31,ja,161106_kstepup_tips01.png
444,10,32,ja,161106_kstepup_tips02.png
444,10,33,ja,161106_kstepup_tips03.png
444,10,34,ja,161106_kstepup_tips04.png
444,10,35,ja,161106_kstepup_tips05.png
444,10,36,ja,161106_kstepup_tips01.png
444,10,37,ja,161106_kstepup_tips02.png
444,10,38,ja,161106_kstepup_tips03.png
444,10,39,ja,161106_kstepup_tips04.png
444,10,40,ja,161106_kstepup_tips05.png
444,10,41,ja,161106_kstepup_tips01.png
444,10,42,ja,161106_kstepup_tips02.png
444,10,43,ja,161106_kstepup_tips03.png
444,10,44,ja,161106_kstepup_tips04.png
444,10,45,ja,161106_kstepup_tips05.png
444,10,46,ja,161106_kstepup_tips01.png
444,10,47,ja,161106_kstepup_tips02.png
444,10,48,ja,161106_kstepup_tips03.png
444,10,49,ja,161106_kstepup_tips04.png
444,10,50,ja,161106_kstepup_tips05.png
444,10,0,ja,161106_kstepup_tips06.png
445,1,1,ja,tit_single.png
445,1,0,ja,null
445,10,0,ja,tit_10ren.png
446,1,0,ja,r4_tips.png
446,10,0,ja,tit_10ren_fukubukuro.png
