quest_id,group,bonus_type,bonus_value,priority,start_date,end_date
40027,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40027,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40028,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40028,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40029,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40029,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40030,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40030,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40031,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40031,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40032,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40032,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40033,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40033,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40034,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40034,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40035,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40035,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40036,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40036,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40037,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40037,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40038,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40038,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40039,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
40039,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41003,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41003,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41004,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41004,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41005,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41005,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41006,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41006,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41007,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41007,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41008,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41008,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41009,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41009,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41010,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41010,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41011,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41011,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41012,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41012,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41013,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41013,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41014,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41014,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41015,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
41015,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
47001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
47001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
47002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
47002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
47003,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
47003,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48003,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48003,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48004,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48004,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48005,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48005,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48006,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48006,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48007,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
48007,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49003,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49003,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49004,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49004,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49005,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49005,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49006,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49006,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49007,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49007,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49008,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
49008,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50003,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50003,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50004,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50004,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50005,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50005,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50006,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50006,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50007,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50007,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50008,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50008,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50009,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50009,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50010,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50010,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50011,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
50011,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
51001,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
51001,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
51002,beginners,beginners_exp,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
51002,beginners,beginners_bit,3,1,2000-01-01 00:00:00,2970-12-31 23:59:59
