quest_id,stage_id,thumbnail_character_id,stamina,rank_exp,red_flg,blue_flg,green_flg,yellow_flg,heal_flg,attack_count,treasure_type,treasure_value,prev_quest_id,prev_stage_id,background,completable_time,valid_flg,crash_panel_materials,stage_target,bgm,bgm_boss,bgm_boss_last,continue_limit,attribute_red,attribute_blue,attribute_green,attribute_yellow,need_rank,chat_type,treasure_bug,stage_type
10010,1,83,5,275,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10015,1,81,7,424,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10020,1,77,7,466,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10025,1,NULL,12,958,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10030,1,NULL,14,1380,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10035,1,NULL,17,1932,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10040,1,NULL,18,2645,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10045,1,NULL,21,3737,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10050,1,NULL,22,5031,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10055,1,NULL,27,7012,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10060,1,NULL,28,8140,1,1,1,1,1,3,character,125,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10065,1,NULL,22,5031,1,1,1,1,1,3,character,125,NULL,NULL,1,anytime,1,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10090,1,NULL,27,1,1,1,1,1,1,3,none,0,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
10100,1,NULL,29,1,1,1,1,1,1,3,none,0,NULL,NULL,1,once,0,6,everyone,10,0,0,-1,0,0,0,0,-1,normal,null,normal
11001,1,113,8,240,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11001,2,114,15,525,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11001,3,115,20,860,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11001,4,115,20,860,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11001,10,359,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11002,1,101,8,240,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11002,2,102,15,525,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11002,3,103,20,860,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11002,4,103,20,860,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11002,10,356,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11003,1,109,8,240,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11003,2,110,15,525,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11003,3,111,20,860,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11003,4,111,20,860,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11003,10,358,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11004,1,105,8,240,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11004,2,106,15,525,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11004,3,107,20,860,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11004,4,107,20,860,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11004,10,357,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11005,1,104,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11005,2,108,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11005,3,112,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11005,4,116,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11006,1,117,8,140,1,1,1,1,0,3,none,0,NULL,NULL,105,anytime,3,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11006,2,118,15,350,1,1,1,1,0,3,none,0,NULL,NULL,105,anytime,3,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11006,3,119,20,860,1,1,1,1,0,3,none,0,NULL,NULL,105,anytime,3,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11006,4,120,30,1400,1,1,1,1,0,3,none,0,NULL,NULL,105,anytime,3,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11007,1,101,8,240,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11007,2,106,15,525,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11007,3,103,20,860,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11007,4,108,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11007,5,356,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11008,1,109,8,240,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11008,2,114,15,525,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11008,3,111,20,860,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11008,4,116,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11008,5,358,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11016,1,119,10,860,1,1,1,1,0,3,none,0,NULL,NULL,105,anytime,3,6,multionly,1,0,0,-1,0,0,0,0,-1,normal,null,normal
11017,1,837,20,860,1,1,1,1,0,3,none,0,NULL,NULL,1,anytime,3,6,everyone,15,0,0,-1,0,0,0,0,-1,normal,null,normal
11018,1,119,10,860,1,1,1,1,0,3,none,0,NULL,NULL,105,anytime,3,6,everyone,1,0,0,-1,0,0,0,0,-1,normal,null,normal
11101,1,113,8,240,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11101,2,114,15,525,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11101,3,115,20,860,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11101,4,115,20,860,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11101,10,359,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11102,1,101,8,240,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11102,2,102,15,525,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11102,3,103,20,860,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11102,4,103,20,860,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11102,10,356,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11103,1,109,8,240,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11103,2,110,15,525,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11103,3,111,20,860,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11103,4,111,20,860,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11103,10,358,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11104,1,105,8,240,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11104,2,106,15,525,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11104,3,107,20,860,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,0,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11104,4,107,20,860,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11104,10,357,35,2240,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11105,1,104,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,102,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11105,2,108,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,104,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11105,3,112,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,103,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11105,4,116,30,1400,1,1,1,1,1,3,none,0,NULL,NULL,101,anytime,3,6,everyone,14,0,0,-1,0,0,0,0,-1,normal,null,normal
11106,1,117,8,140,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11106,2,118,15,350,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11106,3,119,20,860,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11206,1,117,8,140,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11206,2,118,15,350,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11206,3,119,20,860,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,everyone,11,0,0,-1,0,0,0,0,-1,normal,null,normal
11207,1,NULL,20,525,1,1,1,1,0,3,none,0,NULL,NULL,21,anytime,3,6,singleonly,15,0,0,-1,0,0,0,0,-1,normal,null,normal
11207,2,610,30,860,1,1,1,1,0,3,none,0,NULL,NULL,21,anytime,3,6,singleonly,15,0,0,-1,0,0,0,0,-1,normal,null,normal
11208,1,NULL,20,525,1,1,1,1,1,3,none,0,NULL,NULL,21,anytime,0,6,singleonly,1,0,0,-1,0,0,0,0,-1,normal,null,normal
11208,2,125,40,860,1,1,1,1,1,3,none,0,NULL,NULL,21,anytime,0,6,singleonly,1,0,0,-1,0,0,0,0,-1,normal,null,normal
11209,1,334,8,140,1,1,1,1,0,3,none,0,NULL,NULL,201,anytime,3,6,everyone,15,0,0,-1,0,0,0,0,-1,normal,null,normal
11209,2,117,8,140,1,1,1,1,0,3,none,0,NULL,NULL,105,anytime,3,6,everyone,1,0,0,-1,0,0,0,0,-1,normal,null,normal
11212,1,97,1,100,1,1,1,1,1,3,none,0,NULL,NULL,1,once,1,6,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11213,1,119,30,777,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,everyone,1,0,0,-1,0,0,0,0,-1,normal,null,normal
11214,1,202,1,1,1,1,1,1,1,3,character,"520,521,522,523",NULL,NULL,1,anytime,0,6,singleonly,0,40,0,0,0,0,0,0,-1,normal,null,normal
11214,2,202,1,1,1,1,1,1,1,3,none,0,11214,1,105,anytime,0,6,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11214,3,202,1,2,1,1,1,1,1,3,character,"520,521,522,523",11214,1,105,anytime,0,6,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11215,1,520,10,350,1,1,1,1,1,3,none,0,NULL,NULL,105,anytime,0,6,multionly,1,1,0,-1,0,0,0,0,-1,normal,null,normal
11216,1,377,10,350,1,1,1,1,0,3,none,0,NULL,NULL,901,anytime,0,6,multionly,0,0,0,-1,0,0,0,0,-1,normal,null,normal
11217,1,524,1,2016,1,1,1,1,0,3,polygon,1,NULL,NULL,2,once,0,6,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11218,1,572,1,214,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,3,6,singleonly,0,40,1,0,0,0,0,0,-1,normal,null,normal
11219,1,97,1,200,1,1,1,1,1,3,polygon,1,NULL,NULL,1,anytime,3,6,singleonly,1,40,0,0,0,0,0,0,-1,normal,null,normal
11220,1,350,1,314,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,3,6,singleonly,0,40,0,0,0,0,0,0,-1,normal,null,normal
11221,1,794,1,331,1,1,1,1,1,3,polygon,1,NULL,NULL,926,once,3,6,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11224,1,976,1,1,1,1,1,1,0,3,polygon,10,NULL,NULL,907,anytime,3,6,singleonly,5000,5000,0,0,0,0,0,0,-1,normal,null,normal
11225,1,444,1,200,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,3,6,singleonly,0,1,1,0,0,0,0,0,-1,normal,null,normal
11226,1,1079,1,200,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,3,6,singleonly,0,1,1,0,0,0,0,0,-1,normal,null,normal
11226,2,202,1,1,1,1,1,1,1,3,character,"520,521,522,523",11226,1,1,once,3,100,singleonly,0,40,0,0,0,0,0,0,-1,normal,null,normal
11226,3,202,1,2,1,1,1,1,1,3,character,"520,521,522,523",11226,1,105,once,3,100,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11226,4,377,20,350,1,1,1,1,0,3,none,0,11226,1,901,anytime,3,6,multionly,0,0,0,-1,0,0,0,0,-1,normal,null,normal
11226,5,524,1,2016,1,1,1,1,0,3,polygon,1,11226,1,2,once,3,100,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11226,6,572,1,214,1,1,1,1,1,3,polygon,1,11226,1,1,once,3,100,singleonly,0,40,1,0,0,0,0,0,-1,normal,null,normal
11226,7,350,1,314,1,1,1,1,1,3,polygon,1,11226,1,1,once,3,100,singleonly,0,40,0,0,0,0,0,0,-1,normal,null,normal
11226,8,794,1,331,1,1,1,1,1,3,polygon,1,11226,1,926,once,3,100,singleonly,0,1,0,0,0,0,0,0,-1,normal,null,normal
11227,1,619,1,1,1,1,1,1,1,3,polygon,1,NULL,NULL,926,anytime,1,100,singleonly,2,1608,1608,0,0,0,0,0,-1,normal,null,normal
11227,2,619,1,1,1,1,1,1,1,3,polygon,10,NULL,NULL,926,anytime,3,100,singleonly,2,1608,1608,0,0,0,0,0,-1,normal,null,normal
11228,1,572,1,214,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,3,6,singleonly,0,40,1,0,0,0,0,0,-1,normal,null,normal
11229,1,350,1,314,1,1,1,1,1,3,polygon,1,NULL,NULL,1,once,3,6,singleonly,0,40,0,0,0,0,0,0,-1,normal,null,normal
11230,1,0,1,41,1,1,1,1,1,3,polygon,1,NULL,NULL,907,anytime,3,6,singleonly,0,0,0,0,0,0,0,0,-1,normal,null,normal
11230,2,1471,1,41,1,1,1,1,1,3,polygon,1,11230,1,1,anytime,3,6,singleonly,0,0,0,0,0,0,0,0,-1,normal,null,normal
11231,1,1500,1,1,1,1,1,1,1,3,polygon,1,NULL,NULL,1007,anytime,3,6,singleonly,0,0,0,0,0,0,0,0,-1,normal,null,normal
12001,1,334,8,140,1,1,1,1,0,3,none,0,NULL,NULL,201,anytime,3,6,everyone,15,0,0,-1,0,0,0,0,-1,normal,null,normal
12001,2,334,20,350,1,1,1,1,0,3,none,0,NULL,NULL,201,anytime,3,6,everyone,15,0,0,-1,0,0,0,0,-1,normal,null,normal
12001,3,334,30,444,1,1,1,1,0,3,none,0,NULL,NULL,7,anytime,3,6,everyone,15,0,0,-1,0,0,0,0,-1,strategy,null,normal
12002,1,334,10,350,1,1,1,1,0,3,none,0,NULL,NULL,201,anytime,3,6,multionly,15,0,0,-1,0,0,0,0,-1,normal,null,normal
12002,2,334,15,444,1,1,1,1,0,3,none,0,NULL,NULL,7,anytime,1,6,multionly,15,0,0,-1,0,0,0,0,-1,strategy,null,normal
12003,1,347,40,500,1,1,1,1,1,3,none,0,NULL,NULL,12,anytime,3,6,singleonly,15,0,0,-1,0,0,0,0,-1,normal,null,normal
12003,2,343,40,500,1,1,1,1,1,3,none,0,NULL,NULL,5,anytime,3,6,singleonly,15,0,0,-1,0,0,0,0,-1,normal,null,normal
12003,3,339,40,500,1,1,1,1,1,3,none,0,NULL,NULL,7,anytime,3,6,singleonly,15,0,0,-1,0,0,0,0,-1,normal,null,normal
12003,4,335,40,500,1,1,1,1,1,3,none,0,NULL,NULL,10,anytime,3,6,singleonly,15,0,0,-1,0,0,0,0,-1,normal,null,normal
12004,1,351,20,100,1,1,1,1,1,3,none,0,NULL,NULL,23,anytime,3,6,everyone,1,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,1,345,3,120,1,1,1,1,1,3,character,"345,345",NULL,NULL,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,2,333,4,176,1,1,1,1,1,3,character,"333,333",13001,1,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,3,337,5,242,1,1,1,1,1,3,character,"337,337",13001,2,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,4,341,7,508,1,1,1,1,1,3,character,"341,341",13001,3,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,5,333,7,280,1,1,1,1,1,3,character,"333,337,341,345",13001,4,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,6,346,8,474,1,1,1,1,1,3,character,"346,345",13001,5,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,7,342,8,486,1,1,1,1,1,3,character,"342,341",13001,6,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,8,334,10,1006,1,1,1,1,1,3,character,"334,333",13001,7,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,9,338,10,702,1,1,1,1,1,3,character,"337,337,338",13001,8,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,10,346,11,788,1,1,1,1,1,3,character,"346,333,337,341",13001,9,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,11,346,12,936,1,1,1,1,1,3,character,"346,346",13001,10,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,12,342,13,1601,1,1,1,1,1,3,character,"342,342",13001,11,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,13,338,14,945,1,1,1,1,1,3,character,"338,338",13001,12,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,14,334,14,1188,1,1,1,1,1,3,character,"334,334",13001,13,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,15,316,14,1008,1,1,1,1,1,3,character,316,13001,14,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,16,338,16,2573,1,1,1,1,1,3,character,"338,338,337",13001,15,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,17,346,16,1568,1,1,1,1,1,3,character,"346,346,345",13001,16,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,18,334,17,1821,1,1,1,1,1,3,character,"334,334,333",13001,17,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,19,342,18,2108,1,1,1,1,1,3,character,"342,342,341",13001,18,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,20,318,18,1620,1,1,1,1,1,3,character,318,13001,19,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,21,335,18,1620,1,1,1,1,1,3,character,"334,335,335",13001,20,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,22,339,18,1620,1,1,1,1,1,3,character,"338,339,339",13001,21,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,23,347,20,1821,1,1,1,1,1,3,character,"346,347,347",13001,22,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,24,343,20,2871,1,1,1,1,1,3,character,"342,343,343",13001,23,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13001,25,368,22,3740,1,1,1,1,1,3,character,368,13001,24,26,anytime,3,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,1,345,3,120,1,1,1,1,1,3,character,"345,345",NULL,NULL,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,2,333,4,176,1,1,1,1,1,3,character,"333,333",13101,1,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,3,337,5,242,1,1,1,1,1,3,character,"337,337",13101,2,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,4,341,7,508,1,1,1,1,1,3,character,"341,341",13101,3,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,5,333,7,280,1,1,1,1,1,3,character,"333,337,341,345",13101,4,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,6,346,8,474,1,1,1,1,1,3,character,"346,345",13101,5,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,7,342,8,486,1,1,1,1,1,3,character,"342,341",13101,6,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,8,334,10,1006,1,1,1,1,1,3,character,"334,333",13101,7,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,9,338,10,702,1,1,1,1,1,3,character,"337,337,338",13101,8,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,10,346,11,788,1,1,1,1,1,3,character,"346,333,337,341",13101,9,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,11,346,12,936,1,1,1,1,1,3,character,"346,346",13101,10,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,12,342,13,1601,1,1,1,1,1,3,character,"342,342",13101,11,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,13,338,14,945,1,1,1,1,1,3,character,"338,338",13101,12,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,14,334,14,1188,1,1,1,1,1,3,character,"334,334",13101,13,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,15,316,14,1008,1,1,1,1,1,3,character,316,13101,14,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,16,338,16,2573,1,1,1,1,1,3,character,"338,338,337",13101,15,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,17,346,16,1568,1,1,1,1,1,3,character,"346,346,345",13101,16,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,18,334,17,1821,1,1,1,1,1,3,character,"334,334,333",13101,17,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,19,342,18,2108,1,1,1,1,1,3,character,"342,342,341",13101,18,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,20,318,18,1620,1,1,1,1,1,3,character,318,13101,19,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,21,335,18,1620,1,1,1,1,1,3,character,"334,335,335",13101,20,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
13101,22,339,18,1620,1,1,1,1,1,3,character,"338,339,339",13101,21,26,anytime,1,6,singleonly,13,0,0,-1,0,0,0,0,-1,normal,null,normal
