character_id,min_hp,min_attack,min_defense,max_hp,max_attack,max_defense,base_reward_bits,base_reward_exp,skip,level_test
520,149,14,6666,6039,565,138661,340,0,0,NULL
521,152,13,6666,6160,543,138661,340,0,0,NULL
522,149,13,6666,6039,543,138661,340,0,0,NULL
523,146,14,6666,5918,560,138661,340,0,0,NULL
524,146,14,6666,5918,560,138661,340,0,0,NULL
525,2444,192,0,99226,7789,0,340,0,0,NULL
526,3196,207,0,129758,8388,0,340,0,0,NULL
527,2994,246,0,85626,9986,0,340,0,0,NULL
528,3915,273,0,158953,11083,0,340,0,0,NULL
529,500,206,0,20300,8344,0,340,0,0,NULL
530,510,147,0,20706,5968,0,340,0,0,NULL
531,400,115,0,16240,4655,0,340,0,0,NULL
532,490,201,0,19894,8181,0,340,0,0,NULL
533,470,151,0,19082,6150,0,400,0,0,NULL
534,408,115,0,16565,4655,0,520,0,0,NULL
535,470,146,0,19082,5909,0,400,0,0,NULL
536,490,222,0,19894,8999,0,480,0,0,NULL
537,490,143,0,19878,5819,0,340,0,0,NULL
538,470,148,0,19098,5997,0,340,0,0,NULL
539,2984,224,0,121130,9078,0,340,0,0,NULL
540,3902,241,0,158401,9776,0,340,0,0,NULL
541,3315,248,0,134589,10086,0,340,0,0,NULL
542,4335,268,0,176001,10862,0,340,0,0,NULL
543,3185,256,0,129311,10395,0,340,0,0,NULL
544,4165,276,0,169099,11195,0,340,0,0,NULL
545,2548,200,0,103449,8108,0,340,0,0,NULL
546,3332,215,0,135279,8732,0,340,0,0,NULL
547,3000,331,0,121800,13425,0,340,0,0,NULL
548,3250,344,0,131950,13962,0,340,0,0,NULL
549,4350,211,0,176610,8580,0,340,0,0,NULL
550,4713,220,0,191328,8923,0,340,0,0,NULL
551,2700,215,0,109620,8728,0,340,0,0,NULL
552,2925,224,0,118755,9078,0,340,0,0,NULL
553,3250,330,0,131950,13415,0,340,0,0,NULL
554,4250,356,0,172550,14447,0,340,0,0,NULL
555,2600,194,0,105560,7867,0,340,0,0,NULL
556,3400,209,0,138040,8472,0,340,0,0,NULL
557,3000,239,0,121800,9698,0,340,0,0,NULL
558,3250,248,0,131950,10086,0,340,0,0,NULL
559,4250,268,0,172550,10862,0,340,0,0,NULL
560,2585,314,0,104951,12759,0,400,0,0,NULL
561,2637,302,0,107050,12259,0,400,0,0,NULL
562,2750,335,0,111650,13621,0,480,0,0,NULL
563,2533,311,0,102852,12634,0,400,0,0,NULL
564,3995,276,0,162197,11192,0,400,0,0,NULL
565,5909,225,0,239889,9140,0,400,0,0,NULL
566,5793,225,0,235186,9140,0,400,0,0,NULL
567,4165,303,0,169099,12314,0,480,0,0,NULL
568,3915,273,0,158953,11083,0,400,0,0,NULL
569,3468,209,0,140801,8472,0,340,0,0,NULL
570,3468,209,0,140801,8472,0,340,0,0,NULL
571,2448,186,0,99389,7565,0,340,0,0,NULL
572,300,12,0,12180,485,0,340,0,0,NULL
573,4713,211,0,191328,8573,0,520,0,0,NULL
574,6163,227,0,250198,9233,0,520,0,0,NULL
575,3250,378,0,131950,15358,0,480,0,0,NULL
576,4250,407,0,172550,16540,0,480,0,0,NULL
577,3250,259,0,131950,10498,0,340,0,0,NULL
578,4250,278,0,172550,11305,0,340,0,0,NULL
579,2864,228,0,116285,9259,0,680,0,0,NULL
580,3745,246,0,152065,9971,0,680,0,0,NULL
581,3250,330,0,131950,13415,0,520,0,0,NULL
582,4250,356,0,172550,14447,0,520,0,0,NULL
583,3185,341,0,129311,13825,0,520,0,0,NULL
584,4165,367,0,169099,14889,0,520,0,0,NULL
585,4350,211,0,176610,8580,0,520,0,0,NULL
586,4713,220,0,191328,8923,0,520,0,0,NULL
587,6163,237,0,250198,9610,0,520,0,0,NULL
588,3060,239,0,124236,9698,0,340,0,0,NULL
589,3315,248,0,134589,10086,0,340,0,0,NULL
590,4335,268,0,176001,10862,0,340,0,0,NULL
591,3105,236,0,126063,9601,0,540,0,0,NULL
592,3364,246,0,136568,9985,0,540,0,0,NULL
593,4399,265,0,178589,10754,0,540,0,0,NULL
594,3663,375,0,148708,15208,0,540,0,0,NULL
595,4790,403,0,194464,16378,0,540,0,0,NULL
596,2820,246,0,114492,9993,0,400,0,0,NULL
597,3055,256,0,124033,10393,0,400,0,0,NULL
598,3995,276,0,162197,11192,0,400,0,0,NULL
599,3519,349,0,142871,14189,0,540,0,0,NULL
600,3812,363,0,154777,14756,0,540,0,0,NULL
601,4985,391,0,202401,15891,0,540,0,0,NULL
602,2600,213,0,105560,8654,0,480,0,0,NULL
603,3400,230,0,138040,9320,0,480,0,0,NULL
604,2258,196,0,91672,7952,0,680,0,0,NULL
605,2446,204,0,99311,8270,0,680,0,0,NULL
606,3199,219,0,129868,8906,0,680,0,0,NULL
607,550,244,0,22330,9914,0,340,0,0,NULL
608,813,150,0,33026,6088,0,340,0,0,NULL
609,440,138,0,17864,5586,0,340,0,0,NULL
610,550,176,0,22330,7162,0,340,0,0,NULL
611,550,244,0,22330,9914,0,340,0,0,NULL
612,813,150,0,33026,6088,0,340,0,0,NULL
613,440,138,0,17864,5586,0,340,0,0,NULL
614,550,176,0,22330,7162,0,340,0,0,NULL
615,4888,407,0,198433,16540,0,540,0,0,NULL
616,4985,391,0,202401,15891,0,540,0,0,NULL
617,4888,294,0,198433,11948,0,540,0,0,NULL
618,4311,273,0,175017,11083,0,540,0,0,NULL
619,3055,246,0,124033,9985,0,400,0,0,NULL
620,3995,265,0,162197,10754,0,400,0,0,NULL
621,3995,265,0,162197,10754,0,400,0,0,NULL
622,3055,327,0,124033,13281,0,400,0,0,NULL
623,4165,367,0,169099,14889,0,400,0,0,NULL
624,4165,367,0,169099,14889,0,400,0,0,NULL
625,3116,327,0,126514,13281,0,400,0,0,NULL
626,4075,352,0,165441,14302,0,400,0,0,NULL
627,4335,294,0,176001,11948,0,480,0,0,NULL
628,4335,294,0,176001,11948,0,480,0,0,NULL
629,5916,232,0,240190,9417,0,680,0,0,NULL
630,5916,232,0,240190,9417,0,680,0,0,NULL
631,3915,273,0,158953,11083,0,400,0,0,NULL
632,3672,256,0,149083,10378,0,680,0,0,NULL
633,4250,268,0,172550,10862,0,340,0,0,NULL
634,3738,378,0,151743,15358,0,540,0,0,NULL
635,4888,407,0,198433,16540,0,540,0,0,NULL
636,3000,331,0,121800,13425,0,400,0,0,NULL
637,3250,344,0,131950,13962,0,400,0,0,NULL
638,3998,281,0,162335,11419,0,680,0,0,NULL
639,3055,256,0,124033,10393,0,400,0,0,NULL
640,3315,273,0,134589,11095,0,480,0,0,NULL
641,3250,248,0,131950,10086,0,340,0,0,NULL
642,3120,351,0,126672,14242,0,680,0,0,NULL
643,4080,378,0,165648,15337,0,680,0,0,NULL
644,2804,122,0,113862,4943,0,400,0,0,NULL
645,3667,131,0,148897,5323,0,400,0,0,NULL
646,3250,186,0,131950,7565,0,340,0,0,NULL
647,4250,201,0,172550,8147,0,340,0,0,NULL
648,3120,337,0,126672,13683,0,680,0,0,NULL
649,4080,363,0,165648,14736,0,680,0,0,NULL
650,2867,139,0,116380,5660,0,480,0,0,NULL
651,3749,150,0,152189,6095,0,480,0,0,NULL
652,3663,375,0,148708,15208,0,540,0,0,NULL
653,4790,403,0,194464,16378,0,540,0,0,NULL
654,3058,191,0,124139,7756,0,680,0,0,NULL
655,3998,206,0,162335,8353,0,680,0,0,NULL
656,3120,337,0,126672,13683,0,680,0,0,NULL
657,4080,363,0,165648,14736,0,680,0,0,NULL
658,3250,284,0,131950,11519,0,480,0,0,NULL
659,4250,306,0,172550,12405,0,480,0,0,NULL
660,3315,205,0,134589,8321,0,480,0,0,NULL
661,4335,294,0,176001,11948,0,480,0,0,NULL
662,4350,203,0,176610,8244,0,340,0,0,NULL
663,4713,211,0,191328,8573,0,340,0,0,NULL
664,6163,227,0,250198,9233,0,340,0,0,NULL
665,2940,246,0,119364,9995,0,340,0,0,NULL
666,3185,256,0,129311,10395,0,340,0,0,NULL
667,4165,276,0,169099,11195,0,340,0,0,NULL
668,4176,216,0,169546,8752,0,680,0,0,NULL
669,4524,224,0,183674,9102,0,680,0,0,NULL
670,5916,241,0,240190,9802,0,680,0,0,NULL
671,3060,349,0,124236,14189,0,480,0,0,NULL
672,3315,363,0,134589,14756,0,480,0,0,NULL
673,4335,391,0,176001,15891,0,480,0,0,NULL
674,3120,253,0,126672,10288,0,680,0,0,NULL
675,4080,273,0,165648,11079,0,680,0,0,NULL
676,3058,347,0,124139,14102,0,680,0,0,NULL
677,3998,374,0,162335,15187,0,680,0,0,NULL
678,3116,327,0,126514,13281,0,400,0,0,NULL
679,4075,352,0,165441,14302,0,400,0,0,NULL
680,3250,259,0,131950,10498,0,340,0,0,NULL
681,3250,259,0,131950,10498,0,340,0,0,NULL
682,3315,248,0,134589,10086,0,340,0,0,NULL
683,3315,248,0,134589,10086,0,340,0,0,NULL
684,3250,248,0,131950,10086,0,340,0,0,NULL
685,3250,248,0,131950,10086,0,340,0,0,NULL
686,3185,256,0,129311,10395,0,340,0,0,NULL
687,3185,256,0,129311,10395,0,340,0,0,NULL
688,3055,246,0,124033,9985,0,400,0,0,NULL
689,3995,265,0,162197,10754,0,400,0,0,NULL
690,3995,265,0,162197,10754,0,400,0,0,NULL
691,3055,246,0,124033,9985,0,400,0,0,NULL
692,3995,265,0,162197,10754,0,400,0,0,NULL
693,2994,253,0,121552,10291,0,400,0,0,NULL
694,3915,273,0,158953,11083,0,400,0,0,NULL
695,2940,246,0,119364,9995,0,340,0,0,NULL
696,3185,256,0,129311,10395,0,340,0,0,NULL
697,4165,276,0,169099,11195,0,340,0,0,NULL
698,3995,276,0,162197,11192,0,400,0,0,NULL
699,3995,276,0,162197,11192,0,50000,0,0,NULL
700,3995,265,0,162197,10754,0,400,0,0,NULL
701,3995,265,0,162197,10754,0,50000,0,0,NULL
702,3055,256,0,124033,10393,0,400,0,0,NULL
703,3995,276,0,162197,11192,0,400,0,0,NULL
704,2820,246,0,114492,9993,0,400,0,0,NULL
705,3055,256,0,124033,10393,0,400,0,0,NULL
706,3116,246,0,126514,9985,0,400,0,0,NULL
707,4075,265,0,165441,10754,0,400,0,0,NULL
708,2876,236,0,116782,9601,0,400,0,0,NULL
709,3116,246,0,126514,9985,0,400,0,0,NULL
710,2876,236,0,116782,9601,0,400,0,0,NULL
711,3116,246,0,126514,9985,0,400,0,0,NULL
712,3995,265,0,162197,10754,0,400,0,0,NULL
713,3995,265,0,162197,10754,0,400,0,0,NULL
714,2820,236,0,114492,9601,0,400,0,0,NULL
715,3055,246,0,124033,9985,0,400,0,0,NULL
716,3915,273,0,158953,11083,0,400,0,0,NULL
717,3915,273,0,158953,11083,0,400,0,0,NULL
718,2994,253,0,121552,10291,0,400,0,0,NULL
719,3915,273,0,158953,11083,0,400,0,0,NULL
720,4518,209,0,183445,8488,0,400,0,0,NULL
721,5909,225,0,239889,9140,0,400,0,0,NULL
722,2994,253,0,121552,10291,0,400,0,0,NULL
723,3915,273,0,158953,11083,0,400,0,0,NULL
724,3995,367,0,162197,14886,0,400,0,0,NULL
725,3995,367,0,162197,14886,0,400,0,0,NULL
726,3995,367,0,162197,14886,0,400,0,0,NULL
727,3995,367,0,162197,14886,0,50000,0,0,NULL
728,3055,256,0,124033,10393,0,400,0,0,NULL
729,3995,276,0,162197,11192,0,400,0,0,NULL
730,2493,192,0,101211,7789,0,400,0,0,NULL
731,3260,207,0,132353,8388,0,400,0,0,NULL
732,3995,352,0,162197,14302,0,400,0,0,NULL
733,3995,352,0,162197,14302,0,400,0,0,NULL
734,3915,273,0,158953,11083,0,400,0,0,NULL
735,3915,273,0,158953,11083,0,400,0,0,NULL
736,4713,242,0,191328,9816,0,480,0,0,NULL
737,6163,260,0,250198,10571,0,480,0,0,NULL
738,3738,273,0,151743,11095,0,540,0,0,NULL
739,4888,294,0,198433,11948,0,540,0,0,NULL
740,4790,403,0,194464,16378,0,540,0,0,NULL
741,4790,403,0,194464,16378,0,540,0,0,NULL
742,4080,378,0,165648,15337,0,680,0,0,NULL
743,4080,378,0,165648,15337,0,680,0,0,NULL
744,3745,246,0,152065,9971,0,680,0,0,NULL
745,3745,246,0,152065,9971,0,680,0,0,NULL
746,3120,253,0,126672,10288,0,680,0,0,NULL
747,4080,273,0,165648,11079,0,680,0,0,NULL
748,2548,220,0,103449,8919,0,480,0,0,NULL
749,3332,237,0,135279,9605,0,480,0,0,NULL
750,4335,268,0,176001,10862,0,400,0,0,NULL
751,4335,268,0,176001,10862,0,400,0,0,NULL
752,4250,370,0,172550,15036,0,400,0,0,NULL
753,4250,370,0,172550,15036,0,400,0,0,NULL
754,4335,268,0,176001,10862,0,400,0,0,NULL
755,4335,268,0,176001,10862,0,400,0,0,NULL
756,3825,241,0,155295,9776,0,400,0,0,NULL
757,3825,241,0,155295,9776,0,400,0,0,NULL
758,4165,367,0,169099,14889,0,400,0,0,NULL
759,4165,367,0,169099,14889,0,400,0,0,NULL
760,3915,273,0,158953,11083,0,400,0,0,NULL
761,3915,273,0,158953,11083,0,400,0,0,NULL
762,3995,265,0,162197,10754,0,400,0,0,NULL
763,3995,265,0,162197,10754,0,400,0,0,NULL
764,3185,282,0,129311,11435,0,480,0,0,NULL
765,4165,303,0,169099,12314,0,480,0,0,NULL
766,5419,242,0,220027,9816,0,540,0,0,NULL
767,7087,260,0,287727,10571,0,540,0,0,NULL
768,2804,221,0,113862,8987,0,400,0,0,NULL
769,3667,238,0,148897,9678,0,400,0,0,NULL
770,3250,284,0,131950,11548,0,480,0,0,NULL
771,4250,306,0,172550,12436,0,480,0,0,NULL
772,3315,273,0,134589,11095,0,480,0,0,NULL
773,4335,294,0,176001,11948,0,480,0,0,NULL
774,2760,205,0,112056,8321,0,540,0,0,NULL
775,2990,213,0,121394,8654,0,540,0,0,NULL
776,3910,230,0,158746,9320,0,540,0,0,NULL
777,4263,230,0,173078,9346,0,480,0,0,NULL
778,4618,239,0,187501,9719,0,480,0,0,NULL
779,6039,258,0,245194,10467,0,480,0,0,NULL
780,3749,248,0,152189,10075,0,340,0,0,NULL
781,3749,248,0,152189,10075,0,340,0,0,NULL
782,4165,367,0,169099,14889,0,520,0,0,NULL
783,3825,251,0,155295,10175,0,400,0,0,NULL
784,3825,251,0,155295,10175,0,400,0,0,NULL
785,417,14,0,16910,560,0,340,0,0,NULL
786,4888,407,0,198433,16540,0,540,0,0,NULL
787,4888,407,0,198433,16540,0,540,0,0,NULL
788,4162,273,0,168961,11079,0,680,0,0,NULL
789,4162,273,0,168961,11079,0,680,0,0,NULL
790,4250,356,0,172550,14447,0,520,0,0,NULL
791,4250,356,0,172550,14447,0,400,0,0,NULL
792,3524,246,0,143058,9974,0,400,0,0,NULL
793,3749,248,0,152189,10075,0,400,0,0,NULL
794,2448,186,0,99389,7565,0,340,0,0,NULL
795,300,12,0,12180,485,0,340,0,0,NULL
796,3596,248,0,145977,10073,0,400,0,0,NULL
797,4250,306,0,172550,12436,0,480,0,0,NULL
798,4075,265,0,165441,10754,0,400,0,0,NULL
799,5909,225,0,239889,9140,0,400,0,0,NULL
800,3596,238,0,145977,9678,0,400,0,0,NULL
801,6163,227,0,250198,9233,0,520,0,0,NULL
802,3998,281,0,162335,11419,0,680,0,0,NULL
803,3524,246,0,143058,9974,0,400,0,0,NULL
804,3915,273,0,158953,11083,0,400,0,0,NULL
805,4080,283,0,165648,11503,0,680,0,0,NULL
806,4162,272,0,168961,11052,0,680,0,0,NULL
807,4080,272,0,165648,11052,0,680,0,0,NULL
808,3998,281,0,162335,11390,0,680,0,0,NULL
809,3995,199,0,162197,8065,0,400,0,0,NULL
810,4080,283,0,165648,11503,0,680,0,0,NULL
811,3196,161,0,129758,6548,0,400,0,0,NULL
812,3745,184,0,152065,7479,0,680,0,0,NULL
813,3915,205,0,158953,8312,0,400,0,0,NULL
814,3196,155,0,129758,6291,0,400,0,0,NULL
815,4335,221,0,176001,8961,0,480,0,0,NULL
816,3915,272,0,158953,11055,0,400,0,0,NULL
817,3995,207,0,162197,8394,0,400,0,0,NULL
818,3667,238,0,148897,9678,0,400,0,0,NULL
819,3596,179,0,145977,7259,0,400,0,0,NULL
820,3995,207,0,162197,8394,0,400,0,0,NULL
821,6163,195,0,250198,7928,0,480,0,0,NULL
822,4075,265,0,165441,10754,0,400,0,0,NULL
823,3667,238,0,148897,9678,0,400,0,0,NULL
824,3915,363,0,158953,14740,0,800,0,0,NULL
825,3400,230,0,138040,9320,0,480,0,0,NULL
826,4250,407,0,172550,16540,0,480,0,0,NULL
827,4790,403,0,194464,16378,0,540,0,0,NULL
828,4250,356,0,172550,14447,0,520,0,0,NULL
829,4250,370,0,172550,15036,0,340,0,0,NULL
830,4335,268,0,176001,10862,0,340,0,0,NULL
831,3667,131,0,148897,5323,0,400,0,0,NULL
832,3998,206,0,162335,8353,0,680,0,0,NULL
833,3998,374,0,162335,15187,0,680,0,0,NULL
834,4080,363,0,165648,14736,0,680,0,0,NULL
835,4080,273,0,165648,11079,0,680,0,0,NULL
836,4080,378,0,165648,15337,0,680,0,0,NULL
837,417,14,0,16910,560,0,340,0,0,NULL
838,5793,234,0,235186,9514,0,400,0,0,NULL
839,4075,265,0,165441,10754,0,400,0,0,NULL
840,4713,242,0,191328,9816,0,480,0,0,NULL
841,6163,260,0,250198,10571,0,480,0,0,NULL
842,2600,213,0,105560,8654,0,480,0,0,NULL
843,3400,230,0,138040,9320,0,480,0,0,NULL
844,3745,246,0,152065,9971,0,680,0,0,NULL
845,3745,246,0,152065,9971,0,680,0,0,NULL
846,4162,363,0,168961,14736,0,680,0,0,NULL
847,4162,363,0,168961,14736,0,680,0,0,NULL
848,4080,284,0,165648,11532,0,680,0,0,NULL
849,4080,284,0,165648,11532,0,680,0,0,NULL
850,3745,246,0,152065,9971,0,680,0,0,NULL
851,3745,246,0,152065,9971,0,680,0,0,NULL
852,4524,215,0,183674,8745,0,680,0,0,NULL
853,5916,232,0,240190,9417,0,680,0,0,NULL
854,3185,375,0,129311,15208,0,480,0,0,NULL
855,4165,403,0,169099,16378,0,480,0,0,NULL
856,2750,230,0,111630,9354,0,400,0,0,NULL
857,3596,248,0,145977,10073,0,400,0,0,NULL
858,4618,218,0,187501,8836,0,520,0,0,NULL
859,6039,234,0,245194,9515,0,520,0,0,NULL
860,6163,227,0,250198,9233,0,340,0,0,NULL
861,6163,227,0,250198,9233,0,340,0,0,NULL
862,3250,284,0,131950,11548,0,480,0,0,NULL
863,4250,306,0,172550,12436,0,480,0,0,NULL
864,3315,330,0,134589,13415,0,520,0,0,NULL
865,4335,356,0,176001,14447,0,520,0,0,NULL
866,3995,265,0,162197,10754,0,400,0,0,NULL
867,3995,265,0,162197,10754,0,400,0,0,NULL
868,5677,232,0,230482,9420,0,400,0,0,NULL
869,5677,232,0,230482,9420,0,400,0,0,NULL
870,4250,278,0,172550,11305,0,400,0,0,NULL
871,4250,278,0,172550,11305,0,400,0,0,NULL
872,4250,356,0,172550,14447,0,400,0,0,NULL
873,4250,356,0,172550,14447,0,400,0,0,NULL
874,4165,367,0,169099,14889,0,400,0,0,NULL
875,4165,367,0,169099,14889,0,400,0,0,NULL
876,3120,351,0,126672,14242,0,680,0,0,NULL
877,4080,378,0,165648,15337,0,680,0,0,NULL
878,3120,264,0,126672,10708,0,680,0,0,NULL
879,4080,284,0,165648,11532,0,680,0,0,NULL
880,3332,215,0,135279,8732,0,400,0,0,NULL
881,3332,215,0,135279,8732,0,400,0,0,NULL
882,4250,356,0,172550,14447,0,400,0,0,NULL
883,5916,241,0,240190,9802,0,680,0,0,NULL
884,6034,232,0,244993,9417,0,680,0,0,NULL
885,5916,232,0,240190,9417,0,680,0,0,NULL
886,3998,281,0,162335,11419,0,680,0,0,NULL
887,3995,367,0,162197,14886,0,400,0,0,NULL
888,3995,367,0,162197,14886,0,400,0,0,NULL
889,4335,268,0,176001,10862,0,400,0,0,NULL
890,4335,268,0,176001,10862,0,400,0,0,NULL
891,5916,232,0,240190,9417,0,680,0,0,NULL
892,5916,232,0,240190,9417,0,680,0,0,NULL
893,3998,281,0,162335,11419,0,680,0,0,NULL
894,3998,281,0,162335,11419,0,680,0,0,NULL
895,4250,407,0,172550,16540,0,480,0,0,NULL
896,4250,306,0,172550,12436,0,480,0,0,NULL
897,4335,294,0,176001,11948,0,480,0,0,NULL
898,3332,237,0,135279,9605,0,480,0,0,NULL
899,4162,273,0,168961,11079,0,680,0,0,NULL
900,4162,273,0,168961,11079,0,680,0,0,NULL
901,3185,256,0,129311,10395,0,340,0,0,NULL
902,4165,276,0,169099,11195,0,340,0,0,NULL
903,3250,259,0,131950,10498,0,340,0,0,NULL
904,4250,278,0,172550,11305,0,340,0,0,NULL
905,3250,259,0,131950,10498,0,340,0,0,NULL
906,4250,278,0,172550,11305,0,340,0,0,NULL
907,4250,278,0,172550,11305,0,340,0,0,NULL
908,3250,259,0,131950,10498,0,340,0,0,NULL
909,3995,276,0,162197,11192,0,400,0,0,NULL
910,3995,276,0,162197,11192,0,400,0,0,NULL
911,3250,259,0,131950,10498,0,340,0,0,NULL
912,4250,278,0,172550,11305,0,340,0,0,NULL
913,3315,248,0,134589,10086,0,340,0,0,NULL
914,4335,268,0,176001,10862,0,340,0,0,NULL
915,3116,246,0,126514,9985,0,400,0,0,NULL
916,4075,265,0,165441,10754,0,400,0,0,NULL
917,3060,239,0,124236,9698,0,340,0,0,NULL
918,3315,248,0,134589,10086,0,340,0,0,NULL
919,3995,265,0,162197,10754,0,400,0,0,NULL
920,3995,265,0,162197,10754,0,400,0,0,NULL
921,3000,239,0,121800,9698,0,340,0,0,NULL
922,3250,248,0,131950,10086,0,340,0,0,NULL
923,3000,239,0,121800,9698,0,340,0,0,NULL
924,3250,248,0,131950,10086,0,340,0,0,NULL
925,3185,256,0,129311,10395,0,340,0,0,NULL
926,4165,276,0,169099,11195,0,340,0,0,NULL
927,2940,246,0,119364,9995,0,340,0,0,NULL
928,3185,256,0,129311,10395,0,340,0,0,NULL
929,3998,281,0,162335,11419,0,680,0,0,NULL
930,3998,281,0,162335,11419,0,680,0,0,NULL
931,2804,221,0,113862,8987,0,400,0,0,NULL
932,3667,238,0,148897,9678,0,400,0,0,NULL
933,3185,341,0,129311,13825,0,340,0,0,NULL
934,4165,367,0,169099,14889,0,340,0,0,NULL
935,3995,276,0,162197,11192,0,400,0,0,NULL
936,3995,276,0,162197,11192,0,400,0,0,NULL
937,3995,276,0,162197,11192,0,400,0,0,NULL
938,3995,276,0,162197,11192,0,400,0,0,NULL
939,4807,211,0,195154,8573,0,340,0,0,NULL
940,6286,227,0,255201,9233,0,340,0,0,NULL
941,3596,238,0,145977,9678,0,400,0,0,NULL
942,3596,238,0,145977,9678,0,400,0,0,NULL
943,3915,363,0,158953,14740,0,400,0,0,NULL
944,3915,363,0,158953,14740,0,400,0,0,NULL
945,4250,370,0,172550,15036,0,400,0,0,NULL
946,4250,370,0,172550,15036,0,400,0,0,NULL
947,4335,356,0,176001,14447,0,400,0,0,NULL
948,4335,356,0,176001,14447,0,400,0,0,NULL
949,4250,268,0,172550,10862,0,400,0,0,NULL
950,4250,268,0,172550,10862,0,400,0,0,NULL
951,4165,367,0,169099,14889,0,400,0,0,NULL
952,4165,367,0,169099,14889,0,400,0,0,NULL
953,4335,356,0,176001,14447,0,400,0,0,NULL
954,4335,356,0,176001,14447,0,400,0,0,NULL
955,3825,251,0,155295,10175,0,400,0,0,NULL
956,3825,251,0,155295,10175,0,400,0,0,NULL
957,6163,237,0,250198,9610,0,400,0,0,NULL
958,4335,268,0,176001,10862,0,400,0,0,NULL
959,4335,268,0,176001,10862,0,400,0,0,NULL
960,3468,209,0,140801,8472,0,400,0,0,NULL
961,3667,238,0,148897,9678,0,400,0,0,NULL
962,7229,250,0,293482,10156,0,540,0,0,NULL
963,3998,374,0,162335,15187,0,680,0,0,NULL
964,4888,294,0,198433,11948,0,540,0,0,NULL
965,4888,407,0,198433,16540,0,540,0,0,NULL
966,4075,352,0,165441,14302,0,400,0,0,NULL
967,3524,246,0,143058,9974,0,400,0,0,NULL
968,3672,246,0,149083,9971,0,680,0,0,NULL
969,6163,237,0,250198,9610,0,520,0,0,NULL
970,3915,273,0,158953,11083,0,400,0,0,NULL
971,6039,258,0,245194,10467,0,480,0,0,NULL
972,4250,370,0,172550,15036,0,400,0,0,NULL
973,4250,370,0,172550,15036,0,400,0,0,NULL
974,4250,268,0,172550,10862,0,400,0,0,NULL
975,4250,268,0,172550,10862,0,400,0,0,NULL
976,2700,224,0,109620,9085,0,340,0,0,NULL
977,3055,246,0,124033,9985,0,400,0,0,NULL
978,3995,265,0,162197,10754,0,400,0,0,NULL
979,6163,237,0,250198,9610,0,400,0,0,NULL
980,6163,237,0,250198,9610,0,400,0,0,NULL
981,3315,248,0,134589,10086,0,400,0,0,NULL
982,4335,268,0,176001,10862,0,400,0,0,NULL
983,3185,341,0,129311,13825,0,400,0,0,NULL
984,4165,367,0,169099,14889,0,400,0,0,NULL
985,3995,276,0,162197,11192,0,400,0,0,NULL
986,3995,276,0,162197,11192,0,400,0,0,NULL
987,4250,356,0,172550,14447,0,400,0,0,NULL
988,3995,367,0,162197,14886,0,400,0,0,NULL
989,3995,367,0,162197,14886,0,400,0,0,NULL
990,3055,256,0,124033,10393,0,400,0,0,NULL
991,3995,276,0,162197,11192,0,400,0,0,NULL
992,2804,221,0,113862,8987,0,400,0,0,NULL
993,3667,238,0,148897,9678,0,400,0,0,NULL
994,3116,246,0,126514,9985,0,400,0,0,NULL
995,4075,265,0,165441,10754,0,400,0,0,NULL
996,3995,352,0,162197,14302,0,400,0,0,NULL
997,3995,352,0,162197,14302,0,400,0,0,NULL
998,4430,209,0,179848,8488,0,400,0,0,NULL
999,5793,225,0,235186,9140,0,400,0,0,NULL
1000,2395,198,0,97242,8027,0,400,0,0,NULL
1001,3132,213,0,127162,8644,0,400,0,0,NULL
1002,2994,253,0,121552,10291,0,400,0,0,NULL
1003,3915,273,0,158953,11083,0,400,0,0,NULL
1004,3250,363,0,131950,14756,0,480,0,0,NULL
1005,4250,391,0,172550,15891,0,480,0,0,NULL
1006,3120,264,0,126672,10708,0,680,0,0,NULL
1007,4080,284,0,165648,11532,0,680,0,0,NULL
1008,4162,363,0,168961,14736,0,680,0,0,NULL
1009,4162,363,0,168961,14736,0,680,0,0,NULL
1010,3672,246,0,149083,9971,0,680,0,0,NULL
1011,3672,246,0,149083,9971,0,680,0,0,NULL
1012,4080,284,0,165648,11532,0,680,0,0,NULL
1013,4080,284,0,165648,11532,0,680,0,0,NULL
1014,6034,232,0,244993,9417,0,680,0,0,NULL
1015,6034,232,0,244993,9417,0,680,0,0,NULL
1016,2496,198,0,101338,8025,0,680,0,0,NULL
1017,3264,213,0,132518,8642,0,680,0,0,NULL
1018,3998,374,0,162335,15187,0,680,0,0,NULL
1019,3998,374,0,162335,15187,0,680,0,0,NULL
1020,2750,230,0,111630,9354,0,400,0,0,NULL
1021,3596,248,0,145977,10073,0,400,0,0,NULL
1022,2804,221,0,113862,8987,0,400,0,0,NULL
1023,3667,238,0,148897,9678,0,400,0,0,NULL
1024,3915,363,0,158953,14740,0,400,0,0,NULL
1025,3915,363,0,158953,14740,0,400,0,0,NULL
1026,3055,340,0,124033,13823,0,400,0,0,NULL
1027,3995,367,0,162197,14886,0,400,0,0,NULL
1028,4075,265,0,165441,10754,0,400,0,0,NULL
1029,4075,265,0,165441,10754,0,400,0,0,NULL
1030,4075,265,0,165441,10754,0,400,0,0,NULL
1031,3596,238,0,145977,9678,0,400,0,0,NULL
1032,3596,238,0,145977,9678,0,400,0,0,NULL
1033,3132,213,0,127162,8644,0,400,0,0,NULL
1034,3132,213,0,127162,8644,0,400,0,0,NULL
