gacha_element_id,gacha_pattern,draw_time,draw_count,use_item,draw_cost,select_table_no,bonus_table_no,settle_table_no,settle_count,unsettle_rarity,memo,campaign_image
409,10,3,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,4,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,5,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,6,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,7,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,8,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,9,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,10,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,11,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,12,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,13,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,14,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,15,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,16,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,17,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,18,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,19,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,20,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,21,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,22,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,23,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,24,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,25,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,26,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,27,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,28,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,29,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,30,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,31,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,32,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,33,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,34,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,35,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,36,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,37,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,38,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,39,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,40,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,41,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,42,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,43,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,44,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,45,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,46,10,polygon,50,409100,null,null,0,null,null,tips_409_01.png
409,10,47,10,polygon,50,409100,null,null,0,null,null,tips_409_02.png
409,10,48,10,polygon,50,409100,null,null,0,null,null,tips_409_03.png
409,10,49,10,polygon,50,409100,null,null,0,null,null,tips_409_04.png
409,10,50,10,polygon,50,409100,409105,null,0,null,null,tips_409_05.png
409,10,0,10,polygon,50,409100,null,null,0,null,null,tit_10ren.png
410,10,1,1,polygon,1,410101,null,null,0,null,null,tit_stepup188_01.png
410,10,2,3,polygon,9,410101,null,null,0,null,null,tit_stepup188_02.png
410,10,3,10,polygon,35,410103,410103,null,0,null,null,tips_410_03.png
410,10,4,10,polygon,50,410104,410104,null,0,null,null,tips_410_04.png
410,10,5,10,polygon,50,410105,410105,null,0,null,null,tips_410_05.png
410,10,0,10,polygon,50,410100,null,null,0,null,null,tips_410_07.png
411,1,0,1,polygon,0,405010,411001,null,0,null,null,tips_408_01.png
412,1,0,1,polygon,0,405010,411002,null,0,null,null,tips_408_01.png
413,1,0,1,polygon,0,405010,411003,null,0,null,null,tips_408_03.png
414,1,0,1,polygon,0,405010,411004,null,0,null,null,tips_408_01.png
415,1,0,1,polygon,0,405010,411005,null,0,null,null,tips_408_05.png
416,1,0,1,polygon,0,405010,411006,null,0,null,null,tips_408_01.png
417,1,0,1,polygon,0,405010,411007,null,0,null,null,tips_408_0709.png
418,1,0,1,polygon,0,405010,411008,null,0,null,null,tips_408_01.png
419,1,0,1,polygon,0,405010,411009,null,0,null,null,tips_408_0709.png
420,1,0,1,polygon,0,405010,411010,null,0,null,null,tips_408_01.png
421,1,0,1,polygon,5,421100,null,null,0,null,null,r4_tips.png
421,10,0,10,polygon,50,421100,null,421100,1,null,null,tit_10ren_fukubukuro.png
422,1,1,1,polygon,5,422100,null,null,0,null,null,tit_single.png
422,1,0,1,polygon,5,422010,null,null,0,null,null,null
422,10,0,10,polygon,50,422100,null,null,0,null,null,tit_10ren.png
423,10,1,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,2,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,3,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,4,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,5,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,6,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,7,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,8,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,9,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,10,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,11,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,12,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,13,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,14,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,15,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,16,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,17,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,18,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,19,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,20,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,21,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,22,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,23,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,24,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,25,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,26,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,27,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,28,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,29,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,30,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,31,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,32,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,33,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,34,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,35,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,36,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,37,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,38,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,39,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,40,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,41,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,42,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,43,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,44,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,45,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,46,5,polygon,15,423100,null,null,0,null,null,161003_newface_tips01.png
423,10,47,10,polygon,35,423100,423102,null,0,null,null,161003_newface_tips02.png
423,10,48,10,polygon,40,423100,423103,null,0,null,null,161003_newface_tips03.png
423,10,49,10,polygon,50,423100,423104,null,0,null,null,161003_newface_tips04.png
423,10,50,10,polygon,50,423100,null,423105,1,null,null,161003_newface_tips05.png
423,10,0,10,polygon,50,423100,null,null,0,null,null,161003_newface_tips06.png
424,10,0,10,polygon,50,424100,null,424105,1,null,null,161005_pick_tips01.png
425,10,1,1,polygon,1,425101,null,null,0,null,null,tit_stepup188_01.png
425,10,2,3,polygon,9,425101,null,null,0,null,null,tit_stepup188_02.png
425,10,3,10,polygon,35,425103,null,425103,1,null,null,tips_stepup367_03.png
425,10,4,10,polygon,50,425104,425104,null,0,null,null,tips_stepup367_04.png
425,10,5,10,polygon,50,425105,425105,null,0,null,null,tips_stepup367_05.png
425,10,6,10,polygon,50,425100,null,null,0,null,null,tips_stepup367_06.png
425,10,0,10,polygon,50,425100,null,null,0,null,null,tips_stepup367_00.png
426,10,1,5,polygon,15,426101,426101,null,0,null,null,161009_kstepup_tips01.png
426,10,2,5,polygon,20,426101,426102,null,0,null,null,161009_kstepup_tips02.png
426,10,3,10,polygon,35,426100,426103,null,0,null,null,161009_kstepup_tips03.png
426,10,4,10,polygon,50,426100,426104,null,0,null,null,161009_kstepup_tips04.png
426,10,5,10,polygon,50,426100,null,426105,1,null,null,161009_kstepup_tips05.png
426,10,6,5,polygon,15,426101,426101,null,0,null,null,161009_kstepup_tips01.png
426,10,7,5,polygon,20,426101,426102,null,0,null,null,161009_kstepup_tips02.png
426,10,8,10,polygon,35,426100,426103,null,0,null,null,161009_kstepup_tips03.png
426,10,9,10,polygon,50,426100,426104,null,0,null,null,161009_kstepup_tips04.png
426,10,10,10,polygon,50,426100,null,426105,1,null,null,161009_kstepup_tips05.png
426,10,11,5,polygon,15,426101,426101,null,0,null,null,161009_kstepup_tips01.png
426,10,12,5,polygon,20,426101,426102,null,0,null,null,161009_kstepup_tips02.png
426,10,13,10,polygon,35,426100,426103,null,0,null,null,161009_kstepup_tips03.png
426,10,14,10,polygon,50,426100,426104,null,0,null,null,161009_kstepup_tips04.png
426,10,15,10,polygon,50,426100,null,426105,1,null,null,161009_kstepup_tips05.png
426,10,16,5,polygon,15,426101,426101,null,0,null,null,161009_kstepup_tips01.png
426,10,17,5,polygon,20,426101,426102,null,0,null,null,161009_kstepup_tips02.png
426,10,18,10,polygon,35,426100,426103,null,0,null,null,161009_kstepup_tips03.png
426,10,19,10,polygon,50,426100,426104,null,0,null,null,161009_kstepup_tips04.png
426,10,20,10,polygon,50,426100,null,426105,1,null,null,161009_kstepup_tips05.png
426,10,21,5,polygon,15,426101,426101,null,0,null,null,161009_kstepup_tips01.png
426,10,22,5,polygon,20,426101,426102,null,0,null,null,161009_kstepup_tips02.png
426,10,23,10,polygon,35,426100,426103,null,0,null,null,161009_kstepup_tips03.png
426,10,24,10,polygon,50,426100,426104,null,0,null,null,161009_kstepup_tips04.png
426,10,25,10,polygon,50,426100,null,426105,1,null,null,161009_kstepup_tips05.png
426,10,0,10,polygon,50,426100,null,null,0,null,null,161009_kstepup_tips06.png
427,1,0,1,polygon,5,427010,null,null,0,null,null,null
427,10,0,10,polygon,50,427100,null,null,0,null,null,tit_10ren.png
428,1,0,1,polygon,5,428010,null,null,0,null,null,r4_tips.png
428,10,1,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,2,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,3,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,4,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,5,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,6,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,7,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,8,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,9,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,10,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,11,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,12,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,13,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,14,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,15,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,16,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,17,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,18,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,19,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,20,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,21,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,22,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,23,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,24,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,25,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,26,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,27,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,28,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,29,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,30,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,31,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,32,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,33,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,34,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,35,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,36,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,37,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,38,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,39,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,40,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,41,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,42,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,43,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,44,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,45,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,46,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,47,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,48,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,49,10,polygon,50,428100,null,428100,1,null,null,tit_10ren_fukubukuro.png
428,10,50,10,polygon,50,428100,428105,428100,1,null,null,161013_fefes_tips05.png
428,10,0,10,polygon,50,428100,null,428100,1,null,null,tit_10ren.png
429,1,1,1,polygon,5,429100,null,null,0,null,null,tit_single.png
429,1,0,1,polygon,5,429010,null,null,0,null,null,null
429,10,0,10,polygon,50,429100,null,null,0,null,null,tit_10ren.png
430,1,0,1,polygon,5,430010,null,null,0,null,null,null
430,10,0,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,1,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,2,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,3,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,4,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,5,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,6,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,7,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,8,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,9,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,10,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,11,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,12,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,13,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,14,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,15,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,16,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,17,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,18,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,19,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,20,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,21,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,22,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,23,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,24,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,25,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,26,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,27,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,28,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,29,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,30,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,31,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,32,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,33,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,34,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,35,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,36,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,37,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,38,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,39,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,40,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,41,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,42,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,43,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,44,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,45,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
430,10,46,10,polygon,25,430100,null,null,0,null,null,161015_avi_pick_tips01.png
430,10,47,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,48,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,49,10,polygon,50,430100,null,null,0,null,null,tit_10ren.png
430,10,50,10,polygon,50,430100,null,430105,1,null,null,161015_avi_pick_tips05.png
431,10,1,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,2,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,3,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,4,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,5,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,6,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,7,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,8,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,9,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,10,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,11,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,12,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,13,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,14,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,15,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,16,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,17,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,18,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,19,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,20,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,21,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,22,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,23,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,24,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,25,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,26,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,27,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,28,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,29,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,30,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,31,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,32,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,33,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,34,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,35,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,36,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,37,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,38,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,39,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,40,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,41,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,42,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,43,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,44,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,45,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,46,5,polygon,15,431100,null,null,0,null,null,161003_newface_tips01.png
431,10,47,10,polygon,35,431100,431102,null,0,null,null,161003_newface_tips02.png
431,10,48,10,polygon,40,431100,431103,null,0,null,null,161003_newface_tips03.png
431,10,49,10,polygon,50,431100,431104,null,0,null,null,161003_newface_tips04.png
431,10,50,10,polygon,50,431100,null,431105,1,null,null,161003_newface_tips05.png
431,10,0,10,polygon,50,431100,null,null,0,null,null,161003_newface_tips06.png
432,1,0,1,polygon,5,432010,null,null,0,null,null,null
432,10,0,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,1,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,2,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,3,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,4,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,5,10,polygon,50,432100,null,432105,1,null,null,161015_avi_pick_tips05.png
432,10,6,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,7,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,8,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,9,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,10,10,polygon,50,432100,null,432105,1,null,null,161015_avi_pick_tips05.png
432,10,11,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,12,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,13,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,14,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,15,10,polygon,50,432100,null,432105,1,null,null,161015_avi_pick_tips05.png
432,10,16,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,17,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,18,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,19,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,20,10,polygon,50,432100,null,432105,1,null,null,161015_avi_pick_tips05.png
432,10,21,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,22,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,23,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,24,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,25,10,polygon,50,432100,null,432105,1,null,null,161015_avi_pick_tips05.png
432,10,26,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,27,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,28,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,29,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,30,10,polygon,50,432100,null,432105,1,null,null,161015_avi_pick_tips05.png
432,10,31,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,32,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,33,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,34,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
432,10,35,10,polygon,50,432100,null,432105,1,null,null,161015_avi_pick_tips05.png
432,10,36,10,polygon,25,432100,null,null,0,null,null,161015_avi_pick_tips01.png
432,10,37,10,polygon,50,432100,null,null,0,null,null,tit_10ren.png
